Cell Number,Trial Number,Stimulus Diameter,Spike Count,Layer
cell0,6,5.000000000000001,7.0,b'LSG'
cell0,6,10.000000000000002,10.0,b'LSG'
cell0,6,15.0,7.0,b'LSG'
cell0,6,20.000000000000004,6.0,b'LSG'
cell0,6,26.000000000000007,11.0,b'LSG'
cell0,7,0.10000000000000002,4.0,b'LSG'
cell0,7,0.20000000000000004,14.0,b'LSG'
cell0,7,0.4000000000000001,11.0,b'LSG'
cell0,7,0.5,11.0,b'LSG'
cell0,7,0.6000000000000001,12.0,b'LSG'
cell0,7,0.8000000000000002,15.0,b'LSG'
cell0,7,1.0,12.0,b'LSG'
cell0,7,1.2000000000000002,11.0,b'LSG'
cell0,7,1.4999999999999998,23.0,b'LSG'
cell0,7,1.8000000000000003,17.0,b'LSG'
cell0,7,1.9999999999999998,20.0,b'LSG'
cell0,7,2.4000000000000004,17.0,b'LSG'
cell0,7,3.0000000000000004,10.0,b'LSG'
cell0,7,3.5000000000000004,7.0,b'LSG'
cell0,7,5.000000000000001,6.0,b'LSG'
cell0,7,10.000000000000002,10.0,b'LSG'
cell0,7,15.0,7.0,b'LSG'
cell0,7,20.000000000000004,8.0,b'LSG'
cell0,7,26.000000000000007,9.0,b'LSG'
cell0,8,0.10000000000000002,2.0,b'LSG'
cell0,8,0.20000000000000004,19.0,b'LSG'
cell0,8,0.4000000000000001,14.0,b'LSG'
cell0,8,0.5,8.0,b'LSG'
cell0,8,0.6000000000000001,8.0,b'LSG'
cell0,8,0.8000000000000002,14.0,b'LSG'
cell0,8,1.0,8.0,b'LSG'
cell0,8,1.2000000000000002,7.0,b'LSG'
cell0,8,1.4999999999999998,11.0,b'LSG'
cell0,8,1.8000000000000003,13.0,b'LSG'
cell0,8,1.9999999999999998,10.0,b'LSG'
cell0,8,2.4000000000000004,9.0,b'LSG'
cell0,8,3.0000000000000004,9.0,b'LSG'
cell0,8,3.5000000000000004,3.0,b'LSG'
cell0,8,5.000000000000001,7.0,b'LSG'
cell0,8,10.000000000000002,4.0,b'LSG'
cell0,8,15.0,12.0,b'LSG'
cell0,8,20.000000000000004,4.0,b'LSG'
cell0,8,26.000000000000007,3.0,b'LSG'
cell0,9,0.10000000000000002,11.0,b'LSG'
cell0,9,0.20000000000000004,22.0,b'LSG'
cell0,9,0.4000000000000001,4.0,b'LSG'
cell0,9,0.5,15.0,b'LSG'
cell0,9,0.6000000000000001,9.0,b'LSG'
cell0,9,0.8000000000000002,9.0,b'LSG'
cell0,9,1.0,13.0,b'LSG'
cell0,9,1.2000000000000002,22.0,b'LSG'
cell0,9,1.4999999999999998,13.0,b'LSG'
cell0,9,1.8000000000000003,8.0,b'LSG'
cell0,9,1.9999999999999998,16.0,b'LSG'
cell0,9,2.4000000000000004,20.0,b'LSG'
cell0,9,3.0000000000000004,8.0,b'LSG'
cell0,9,3.5000000000000004,9.0,b'LSG'
cell0,9,5.000000000000001,8.0,b'LSG'
cell0,9,10.000000000000002,2.0,b'LSG'
cell0,9,15.0,6.0,b'LSG'
cell0,9,20.000000000000004,9.0,b'LSG'
cell0,9,26.000000000000007,9.0,b'LSG'
cell0,10,0.10000000000000002,4.0,b'LSG'
cell0,10,0.20000000000000004,5.0,b'LSG'
cell0,10,0.4000000000000001,13.0,b'LSG'
cell0,10,0.5,15.0,b'LSG'
cell0,10,0.6000000000000001,16.0,b'LSG'
cell0,10,0.8000000000000002,7.0,b'LSG'
cell0,10,1.0,17.0,b'LSG'
cell0,10,1.2000000000000002,14.0,b'LSG'
cell0,10,1.4999999999999998,13.0,b'LSG'
cell0,10,1.8000000000000003,9.0,b'LSG'
cell0,10,1.9999999999999998,20.0,b'LSG'
cell0,10,2.4000000000000004,18.0,b'LSG'
cell0,10,3.0000000000000004,11.0,b'LSG'
cell0,10,3.5000000000000004,18.0,b'LSG'
cell0,10,5.000000000000001,9.0,b'LSG'
cell0,10,10.000000000000002,7.0,b'LSG'
cell0,10,15.0,11.0,b'LSG'
cell0,10,20.000000000000004,9.0,b'LSG'
cell0,10,26.000000000000007,8.0,b'LSG'
cell0,11,0.10000000000000002,9.0,b'LSG'
cell0,11,0.20000000000000004,9.0,b'LSG'
cell0,11,0.4000000000000001,13.0,b'LSG'
cell0,11,0.5,11.0,b'LSG'
cell0,11,0.6000000000000001,14.0,b'LSG'
cell0,11,0.8000000000000002,9.0,b'LSG'
cell0,11,1.0,19.0,b'LSG'
cell0,11,1.2000000000000002,16.0,b'LSG'
cell0,11,1.4999999999999998,10.0,b'LSG'
cell0,11,1.8000000000000003,10.0,b'LSG'
cell0,11,1.9999999999999998,8.0,b'LSG'
cell0,11,2.4000000000000004,11.0,b'LSG'
cell0,11,3.0000000000000004,14.0,b'LSG'
cell0,11,3.5000000000000004,10.0,b'LSG'
cell0,11,5.000000000000001,8.0,b'LSG'
cell0,11,10.000000000000002,11.0,b'LSG'
cell0,11,15.0,7.0,b'LSG'
cell0,11,20.000000000000004,2.0,b'LSG'
cell0,11,26.000000000000007,11.0,b'LSG'
cell0,12,0.10000000000000002,5.0,b'LSG'
cell0,12,0.20000000000000004,7.0,b'LSG'
cell0,12,0.4000000000000001,17.0,b'LSG'
cell0,12,0.5,11.0,b'LSG'
cell0,12,0.6000000000000001,9.0,b'LSG'
cell0,12,0.8000000000000002,13.0,b'LSG'
cell0,12,1.0,11.0,b'LSG'
cell0,12,1.2000000000000002,8.0,b'LSG'
cell0,12,1.4999999999999998,9.0,b'LSG'
cell0,12,1.8000000000000003,14.0,b'LSG'
cell0,12,1.9999999999999998,12.0,b'LSG'
cell0,12,2.4000000000000004,17.0,b'LSG'
cell0,12,3.0000000000000004,4.0,b'LSG'
cell0,12,3.5000000000000004,11.0,b'LSG'
cell0,12,5.000000000000001,13.0,b'LSG'
cell0,12,10.000000000000002,5.0,b'LSG'
cell0,12,15.0,4.0,b'LSG'
cell0,12,20.000000000000004,10.0,b'LSG'
cell0,12,26.000000000000007,10.0,b'LSG'
cell0,13,0.10000000000000002,7.0,b'LSG'
cell0,13,0.20000000000000004,14.0,b'LSG'
cell0,13,0.4000000000000001,21.0,b'LSG'
cell0,13,0.5,14.0,b'LSG'
cell0,13,0.6000000000000001,26.0,b'LSG'
cell0,13,0.8000000000000002,8.0,b'LSG'
cell0,13,1.0,15.0,b'LSG'
cell0,13,1.2000000000000002,10.0,b'LSG'
cell0,13,1.4999999999999998,15.0,b'LSG'
cell0,13,1.8000000000000003,20.0,b'LSG'
cell0,13,1.9999999999999998,4.0,b'LSG'
cell0,13,2.4000000000000004,6.0,b'LSG'
cell0,13,3.0000000000000004,22.0,b'LSG'
cell0,13,3.5000000000000004,13.0,b'LSG'
cell0,13,5.000000000000001,14.0,b'LSG'
cell0,13,10.000000000000002,9.0,b'LSG'
cell0,13,15.0,9.0,b'LSG'
cell0,13,20.000000000000004,13.0,b'LSG'
cell0,13,26.000000000000007,6.0,b'LSG'
cell0,14,0.10000000000000002,5.0,b'LSG'
cell0,14,0.20000000000000004,16.0,b'LSG'
cell0,14,0.4000000000000001,17.0,b'LSG'
cell0,14,0.5,9.0,b'LSG'
cell0,14,0.6000000000000001,13.0,b'LSG'
cell0,14,0.8000000000000002,10.0,b'LSG'
cell0,14,1.0,10.0,b'LSG'
cell0,14,1.2000000000000002,11.0,b'LSG'
cell0,14,1.4999999999999998,12.0,b'LSG'
cell0,14,1.8000000000000003,14.0,b'LSG'
cell0,14,1.9999999999999998,12.0,b'LSG'
cell0,14,2.4000000000000004,20.0,b'LSG'
cell0,14,3.0000000000000004,8.0,b'LSG'
cell0,14,3.5000000000000004,8.0,b'LSG'
cell0,14,5.000000000000001,4.0,b'LSG'
cell0,14,10.000000000000002,4.0,b'LSG'
cell0,14,15.0,14.0,b'LSG'
cell0,14,20.000000000000004,8.0,b'LSG'
cell0,14,26.000000000000007,6.0,b'LSG'
cell0,15,0.10000000000000002,2.0,b'LSG'
cell0,15,0.20000000000000004,15.0,b'LSG'
cell0,15,0.4000000000000001,13.0,b'LSG'
cell0,15,0.5,10.0,b'LSG'
cell0,15,0.6000000000000001,11.0,b'LSG'
cell0,15,0.8000000000000002,9.0,b'LSG'
cell0,15,1.0,14.0,b'LSG'
cell0,15,1.2000000000000002,9.0,b'LSG'
cell0,15,1.4999999999999998,9.0,b'LSG'
cell0,15,1.8000000000000003,14.0,b'LSG'
cell0,15,1.9999999999999998,18.0,b'LSG'
cell0,15,2.4000000000000004,5.0,b'LSG'
cell0,15,3.0000000000000004,7.0,b'LSG'
cell0,15,3.5000000000000004,11.0,b'LSG'
cell0,15,5.000000000000001,6.0,b'LSG'
cell0,15,10.000000000000002,5.0,b'LSG'
cell0,15,15.0,12.0,b'LSG'
cell0,15,20.000000000000004,3.0,b'LSG'
cell0,15,26.000000000000007,3.0,b'LSG'
cell0,16,0.10000000000000002,4.0,b'LSG'
cell0,16,0.20000000000000004,26.0,b'LSG'
cell0,16,0.4000000000000001,5.0,b'LSG'
cell0,16,0.5,11.0,b'LSG'
cell0,16,0.6000000000000001,13.0,b'LSG'
cell0,16,0.8000000000000002,17.0,b'LSG'
cell0,16,1.0,9.0,b'LSG'
cell0,16,1.2000000000000002,7.0,b'LSG'
cell0,16,1.4999999999999998,13.0,b'LSG'
cell0,16,1.8000000000000003,6.0,b'LSG'
cell0,16,1.9999999999999998,7.0,b'LSG'
cell0,16,2.4000000000000004,21.0,b'LSG'
cell0,16,3.0000000000000004,15.0,b'LSG'
cell0,16,3.5000000000000004,9.0,b'LSG'
cell0,16,5.000000000000001,13.0,b'LSG'
cell0,16,10.000000000000002,12.0,b'LSG'
cell0,16,15.0,12.0,b'LSG'
cell0,16,20.000000000000004,6.0,b'LSG'
cell0,16,26.000000000000007,9.0,b'LSG'
cell0,17,0.10000000000000002,8.0,b'LSG'
cell0,17,0.20000000000000004,10.0,b'LSG'
cell0,17,0.4000000000000001,11.0,b'LSG'
cell0,17,0.5,11.0,b'LSG'
cell0,17,0.6000000000000001,15.0,b'LSG'
cell0,17,0.8000000000000002,14.0,b'LSG'
cell0,17,1.0,15.0,b'LSG'
cell0,17,1.2000000000000002,22.0,b'LSG'
cell0,17,1.4999999999999998,15.0,b'LSG'
cell0,17,1.8000000000000003,17.0,b'LSG'
cell0,17,1.9999999999999998,19.0,b'LSG'
cell0,17,2.4000000000000004,7.0,b'LSG'
cell0,17,3.0000000000000004,14.0,b'LSG'
cell0,17,3.5000000000000004,6.0,b'LSG'
cell0,17,5.000000000000001,12.0,b'LSG'
cell0,17,10.000000000000002,11.0,b'LSG'
cell0,17,15.0,9.0,b'LSG'
cell0,17,20.000000000000004,6.0,b'LSG'
cell0,17,26.000000000000007,6.0,b'LSG'
cell0,18,0.10000000000000002,3.0,b'LSG'
cell0,18,0.20000000000000004,16.0,b'LSG'
cell0,18,0.4000000000000001,10.0,b'LSG'
cell0,18,0.5,9.0,b'LSG'
cell0,18,0.6000000000000001,18.0,b'LSG'
cell0,18,0.8000000000000002,13.0,b'LSG'
cell0,18,1.0,22.0,b'LSG'
cell0,18,1.2000000000000002,16.0,b'LSG'
cell0,18,1.4999999999999998,10.0,b'LSG'
cell0,18,1.8000000000000003,21.0,b'LSG'
cell0,18,1.9999999999999998,17.0,b'LSG'
cell0,18,2.4000000000000004,5.0,b'LSG'
cell0,18,3.0000000000000004,13.0,b'LSG'
cell0,18,3.5000000000000004,23.0,b'LSG'
cell0,18,5.000000000000001,10.0,b'LSG'
cell0,18,10.000000000000002,11.0,b'LSG'
cell0,18,15.0,9.0,b'LSG'
cell0,18,20.000000000000004,8.0,b'LSG'
cell0,18,26.000000000000007,13.0,b'LSG'
cell0,19,0.10000000000000002,7.0,b'LSG'
cell0,19,0.20000000000000004,16.0,b'LSG'
cell0,19,0.4000000000000001,17.0,b'LSG'
cell0,19,0.5,12.0,b'LSG'
cell0,19,0.6000000000000001,15.0,b'LSG'
cell0,19,0.8000000000000002,9.0,b'LSG'
cell0,19,1.0,18.0,b'LSG'
cell0,19,1.2000000000000002,13.0,b'LSG'
cell0,19,1.4999999999999998,6.0,b'LSG'
cell0,19,1.8000000000000003,11.0,b'LSG'
cell0,19,1.9999999999999998,8.0,b'LSG'
cell0,19,2.4000000000000004,13.0,b'LSG'
cell0,19,3.0000000000000004,19.0,b'LSG'
cell0,19,3.5000000000000004,12.0,b'LSG'
cell0,19,5.000000000000001,8.0,b'LSG'
cell0,19,10.000000000000002,6.0,b'LSG'
cell0,19,15.0,8.0,b'LSG'
cell0,19,20.000000000000004,11.0,b'LSG'
cell0,19,26.000000000000007,6.0,b'LSG'
cell0,20,0.10000000000000002,5.0,b'LSG'
cell0,20,0.20000000000000004,17.0,b'LSG'
cell0,20,0.4000000000000001,15.0,b'LSG'
cell0,20,0.5,14.0,b'LSG'
cell0,20,0.6000000000000001,19.0,b'LSG'
cell0,20,0.8000000000000002,16.0,b'LSG'
cell0,20,1.0,10.0,b'LSG'
cell0,20,1.2000000000000002,21.0,b'LSG'
cell0,20,1.4999999999999998,11.0,b'LSG'
cell0,20,1.8000000000000003,9.0,b'LSG'
cell0,20,1.9999999999999998,6.0,b'LSG'
cell0,20,2.4000000000000004,9.0,b'LSG'
cell0,20,3.0000000000000004,6.0,b'LSG'
cell0,20,3.5000000000000004,13.0,b'LSG'
cell0,20,5.000000000000001,8.0,b'LSG'
cell0,20,10.000000000000002,9.0,b'LSG'
cell0,20,15.0,12.0,b'LSG'
cell0,20,20.000000000000004,11.0,b'LSG'
cell0,20,26.000000000000007,15.0,b'LSG'
cell0,21,0.10000000000000002,8.0,b'LSG'
cell0,21,0.20000000000000004,8.0,b'LSG'
cell0,21,0.4000000000000001,17.0,b'LSG'
cell0,21,0.5,6.0,b'LSG'
cell0,21,0.6000000000000001,12.0,b'LSG'
cell0,21,0.8000000000000002,13.0,b'LSG'
cell0,21,1.0,14.0,b'LSG'
cell0,21,1.2000000000000002,13.0,b'LSG'
cell0,21,1.4999999999999998,26.0,b'LSG'
cell0,21,1.8000000000000003,3.0,b'LSG'
cell0,21,1.9999999999999998,30.0,b'LSG'
cell0,21,2.4000000000000004,9.0,b'LSG'
cell0,21,3.0000000000000004,9.0,b'LSG'
cell0,21,3.5000000000000004,13.0,b'LSG'
cell0,21,5.000000000000001,6.0,b'LSG'
cell0,21,10.000000000000002,9.0,b'LSG'
cell0,21,15.0,3.0,b'LSG'
cell0,21,20.000000000000004,8.0,b'LSG'
cell0,21,26.000000000000007,6.0,b'LSG'
cell0,1,0.10000000000000002,12.0,b'LSG'
cell0,1,0.20000000000000004,24.0,b'LSG'
cell0,1,0.4000000000000001,25.0,b'LSG'
cell0,1,0.5,26.0,b'LSG'
cell0,1,0.6000000000000001,28.0,b'LSG'
cell0,1,0.8000000000000002,24.0,b'LSG'
cell0,1,1.0,28.0,b'LSG'
cell0,1,1.2000000000000002,38.0,b'LSG'
cell0,1,1.4999999999999998,20.0,b'LSG'
cell0,1,1.8000000000000003,13.0,b'LSG'
cell0,1,1.9999999999999998,6.0,b'LSG'
cell0,1,2.4000000000000004,19.0,b'LSG'
cell0,1,3.0000000000000004,11.0,b'LSG'
cell0,1,3.5000000000000004,11.0,b'LSG'
cell0,1,5.000000000000001,3.0,b'LSG'
cell0,1,10.000000000000002,14.0,b'LSG'
cell0,1,15.0,8.0,b'LSG'
cell0,1,20.000000000000004,8.0,b'LSG'
cell0,1,26.000000000000007,8.0,b'LSG'
cell0,2,0.10000000000000002,6.0,b'LSG'
cell0,2,0.20000000000000004,22.0,b'LSG'
cell0,2,0.4000000000000001,22.0,b'LSG'
cell0,2,0.5,12.0,b'LSG'
cell0,2,0.6000000000000001,16.0,b'LSG'
cell0,2,0.8000000000000002,13.0,b'LSG'
cell0,2,1.0,16.0,b'LSG'
cell0,2,1.2000000000000002,18.0,b'LSG'
cell0,2,1.4999999999999998,21.0,b'LSG'
cell0,2,1.8000000000000003,3.0,b'LSG'
cell0,2,1.9999999999999998,22.0,b'LSG'
cell0,2,2.4000000000000004,10.0,b'LSG'
cell0,2,3.0000000000000004,12.0,b'LSG'
cell0,2,3.5000000000000004,14.0,b'LSG'
cell0,2,5.000000000000001,11.0,b'LSG'
cell0,2,10.000000000000002,3.0,b'LSG'
cell0,2,15.0,0.0,b'LSG'
cell0,2,20.000000000000004,15.0,b'LSG'
cell0,2,26.000000000000007,2.0,b'LSG'
cell0,3,0.10000000000000002,9.0,b'LSG'
cell0,3,0.20000000000000004,14.0,b'LSG'
cell0,3,0.4000000000000001,18.0,b'LSG'
cell0,3,0.5,16.0,b'LSG'
cell0,3,0.6000000000000001,17.0,b'LSG'
cell0,3,0.8000000000000002,13.0,b'LSG'
cell0,3,1.0,14.0,b'LSG'
cell0,3,1.2000000000000002,20.0,b'LSG'
cell0,3,1.4999999999999998,14.0,b'LSG'
cell0,3,1.8000000000000003,13.0,b'LSG'
cell0,3,1.9999999999999998,19.0,b'LSG'
cell0,3,2.4000000000000004,10.0,b'LSG'
cell0,3,3.0000000000000004,10.0,b'LSG'
cell0,3,3.5000000000000004,7.0,b'LSG'
cell0,3,5.000000000000001,8.0,b'LSG'
cell0,3,10.000000000000002,6.0,b'LSG'
cell0,3,15.0,5.0,b'LSG'
cell0,3,20.000000000000004,7.0,b'LSG'
cell0,3,26.000000000000007,10.0,b'LSG'
cell0,4,0.10000000000000002,5.0,b'LSG'
cell0,4,0.20000000000000004,13.0,b'LSG'
cell0,4,0.4000000000000001,10.0,b'LSG'
cell0,4,0.5,17.0,b'LSG'
cell0,4,0.6000000000000001,18.0,b'LSG'
cell0,4,0.8000000000000002,13.0,b'LSG'
cell0,4,1.0,18.0,b'LSG'
cell0,4,1.2000000000000002,13.0,b'LSG'
cell0,4,1.4999999999999998,20.0,b'LSG'
cell0,4,1.8000000000000003,11.0,b'LSG'
cell0,4,1.9999999999999998,15.0,b'LSG'
cell0,4,2.4000000000000004,16.0,b'LSG'
cell0,4,3.0000000000000004,18.0,b'LSG'
cell0,4,3.5000000000000004,11.0,b'LSG'
cell0,4,5.000000000000001,2.0,b'LSG'
cell0,4,10.000000000000002,3.0,b'LSG'
cell0,4,15.0,4.0,b'LSG'
cell0,4,20.000000000000004,14.0,b'LSG'
cell0,4,26.000000000000007,5.0,b'LSG'
cell0,5,0.10000000000000002,5.0,b'LSG'
cell0,5,0.20000000000000004,9.0,b'LSG'
cell0,5,0.4000000000000001,10.0,b'LSG'
cell0,5,0.5,19.0,b'LSG'
cell0,5,0.6000000000000001,10.0,b'LSG'
cell0,5,0.8000000000000002,8.0,b'LSG'
cell0,5,1.0,15.0,b'LSG'
cell0,5,1.2000000000000002,19.0,b'LSG'
cell0,5,1.4999999999999998,31.0,b'LSG'
cell0,5,1.8000000000000003,11.0,b'LSG'
cell0,5,1.9999999999999998,10.0,b'LSG'
cell0,5,2.4000000000000004,5.0,b'LSG'
cell0,5,3.0000000000000004,10.0,b'LSG'
cell0,5,3.5000000000000004,6.0,b'LSG'
cell0,5,5.000000000000001,13.0,b'LSG'
cell0,5,10.000000000000002,4.0,b'LSG'
cell0,5,15.0,4.0,b'LSG'
cell0,5,20.000000000000004,7.0,b'LSG'
cell0,5,26.000000000000007,6.0,b'LSG'
cell0,6,0.10000000000000002,3.0,b'LSG'
cell0,6,0.20000000000000004,21.0,b'LSG'
cell0,6,0.4000000000000001,24.0,b'LSG'
cell0,6,0.5,15.0,b'LSG'
cell0,6,0.6000000000000001,9.0,b'LSG'
cell0,6,0.8000000000000002,10.0,b'LSG'
cell0,6,1.0,18.0,b'LSG'
cell0,6,1.2000000000000002,14.0,b'LSG'
cell0,6,1.4999999999999998,15.0,b'LSG'
cell0,6,1.8000000000000003,21.0,b'LSG'
cell0,6,1.9999999999999998,22.0,b'LSG'
cell0,6,2.4000000000000004,17.0,b'LSG'
cell0,6,3.0000000000000004,11.0,b'LSG'
cell0,6,3.5000000000000004,18.0,b'LSG'
cell0,6,5.000000000000001,7.0,b'LSG'
cell0,6,10.000000000000002,10.0,b'LSG'
cell0,6,15.0,7.0,b'LSG'
cell0,6,20.000000000000004,6.0,b'LSG'
cell0,6,26.000000000000007,11.0,b'LSG'
cell0,7,0.10000000000000002,4.0,b'LSG'
cell0,7,0.20000000000000004,14.0,b'LSG'
cell0,7,0.4000000000000001,11.0,b'LSG'
cell0,7,0.5,11.0,b'LSG'
cell0,7,0.6000000000000001,12.0,b'LSG'
cell0,7,0.8000000000000002,15.0,b'LSG'
cell0,7,1.0,12.0,b'LSG'
cell0,7,1.2000000000000002,11.0,b'LSG'
cell0,7,1.4999999999999998,23.0,b'LSG'
cell0,7,1.8000000000000003,17.0,b'LSG'
cell0,7,1.9999999999999998,20.0,b'LSG'
cell0,7,2.4000000000000004,17.0,b'LSG'
cell0,7,3.0000000000000004,10.0,b'LSG'
cell0,7,3.5000000000000004,7.0,b'LSG'
cell0,7,5.000000000000001,6.0,b'LSG'
cell0,7,10.000000000000002,10.0,b'LSG'
cell0,7,15.0,7.0,b'LSG'
cell0,7,20.000000000000004,8.0,b'LSG'
cell0,7,26.000000000000007,9.0,b'LSG'
cell0,8,0.10000000000000002,2.0,b'LSG'
cell0,8,0.20000000000000004,19.0,b'LSG'
cell0,8,0.4000000000000001,14.0,b'LSG'
cell0,8,0.5,8.0,b'LSG'
cell0,8,0.6000000000000001,8.0,b'LSG'
cell0,8,0.8000000000000002,14.0,b'LSG'
cell0,8,1.0,8.0,b'LSG'
cell0,8,1.2000000000000002,7.0,b'LSG'
cell0,8,1.4999999999999998,11.0,b'LSG'
cell0,8,1.8000000000000003,13.0,b'LSG'
cell0,8,1.9999999999999998,10.0,b'LSG'
cell0,8,2.4000000000000004,9.0,b'LSG'
cell0,8,3.0000000000000004,9.0,b'LSG'
cell0,8,3.5000000000000004,3.0,b'LSG'
cell0,8,5.000000000000001,7.0,b'LSG'
cell0,8,10.000000000000002,4.0,b'LSG'
cell0,8,15.0,12.0,b'LSG'
cell0,8,20.000000000000004,4.0,b'LSG'
cell0,8,26.000000000000007,3.0,b'LSG'
cell0,9,0.10000000000000002,11.0,b'LSG'
cell0,9,0.20000000000000004,22.0,b'LSG'
cell0,9,0.4000000000000001,4.0,b'LSG'
cell0,9,0.5,15.0,b'LSG'
cell0,9,0.6000000000000001,9.0,b'LSG'
cell0,9,0.8000000000000002,9.0,b'LSG'
cell0,9,1.0,13.0,b'LSG'
cell0,9,1.2000000000000002,22.0,b'LSG'
cell0,9,1.4999999999999998,13.0,b'LSG'
cell0,9,1.8000000000000003,8.0,b'LSG'
cell0,9,1.9999999999999998,16.0,b'LSG'
cell0,9,2.4000000000000004,20.0,b'LSG'
cell0,9,3.0000000000000004,8.0,b'LSG'
cell0,9,3.5000000000000004,9.0,b'LSG'
cell0,9,5.000000000000001,8.0,b'LSG'
cell0,9,10.000000000000002,2.0,b'LSG'
cell0,9,15.0,6.0,b'LSG'
cell0,9,20.000000000000004,9.0,b'LSG'
cell0,9,26.000000000000007,9.0,b'LSG'
cell0,10,0.10000000000000002,4.0,b'LSG'
cell0,10,0.20000000000000004,5.0,b'LSG'
cell0,10,0.4000000000000001,13.0,b'LSG'
cell0,10,0.5,15.0,b'LSG'
cell0,10,0.6000000000000001,16.0,b'LSG'
cell0,10,0.8000000000000002,7.0,b'LSG'
cell0,10,1.0,17.0,b'LSG'
cell0,10,1.2000000000000002,14.0,b'LSG'
cell0,10,1.4999999999999998,13.0,b'LSG'
cell0,10,1.8000000000000003,9.0,b'LSG'
cell0,10,1.9999999999999998,20.0,b'LSG'
cell0,10,2.4000000000000004,18.0,b'LSG'
cell0,10,3.0000000000000004,11.0,b'LSG'
cell0,10,3.5000000000000004,18.0,b'LSG'
cell0,10,5.000000000000001,9.0,b'LSG'
cell0,10,10.000000000000002,7.0,b'LSG'
cell0,10,15.0,11.0,b'LSG'
cell0,10,20.000000000000004,9.0,b'LSG'
cell0,10,26.000000000000007,8.0,b'LSG'
cell0,11,0.10000000000000002,9.0,b'LSG'
cell0,11,0.20000000000000004,9.0,b'LSG'
cell0,11,0.4000000000000001,13.0,b'LSG'
cell0,11,0.5,11.0,b'LSG'
cell0,11,0.6000000000000001,14.0,b'LSG'
cell0,11,0.8000000000000002,9.0,b'LSG'
cell0,11,1.0,19.0,b'LSG'
cell0,11,1.2000000000000002,16.0,b'LSG'
cell0,11,1.4999999999999998,10.0,b'LSG'
cell0,11,1.8000000000000003,10.0,b'LSG'
cell0,11,1.9999999999999998,8.0,b'LSG'
cell0,11,2.4000000000000004,11.0,b'LSG'
cell0,11,3.0000000000000004,14.0,b'LSG'
cell0,11,3.5000000000000004,10.0,b'LSG'
cell0,11,5.000000000000001,8.0,b'LSG'
cell0,11,10.000000000000002,11.0,b'LSG'
cell0,11,15.0,7.0,b'LSG'
cell0,11,20.000000000000004,2.0,b'LSG'
cell0,11,26.000000000000007,11.0,b'LSG'
cell0,12,0.10000000000000002,5.0,b'LSG'
cell0,12,0.20000000000000004,7.0,b'LSG'
cell0,12,0.4000000000000001,17.0,b'LSG'
cell0,12,0.5,11.0,b'LSG'
cell0,12,0.6000000000000001,9.0,b'LSG'
cell0,12,0.8000000000000002,13.0,b'LSG'
cell0,12,1.0,11.0,b'LSG'
cell0,12,1.2000000000000002,8.0,b'LSG'
cell0,12,1.4999999999999998,9.0,b'LSG'
cell0,12,1.8000000000000003,14.0,b'LSG'
cell0,12,1.9999999999999998,12.0,b'LSG'
cell0,12,2.4000000000000004,17.0,b'LSG'
cell0,12,3.0000000000000004,4.0,b'LSG'
cell0,12,3.5000000000000004,11.0,b'LSG'
cell0,12,5.000000000000001,13.0,b'LSG'
cell0,12,10.000000000000002,5.0,b'LSG'
cell0,12,15.0,4.0,b'LSG'
cell0,12,20.000000000000004,10.0,b'LSG'
cell0,12,26.000000000000007,10.0,b'LSG'
cell0,13,0.10000000000000002,7.0,b'LSG'
cell0,13,0.20000000000000004,14.0,b'LSG'
cell0,13,0.4000000000000001,21.0,b'LSG'
cell0,13,0.5,14.0,b'LSG'
cell0,13,0.6000000000000001,26.0,b'LSG'
cell0,13,0.8000000000000002,8.0,b'LSG'
cell0,13,1.0,15.0,b'LSG'
cell0,13,1.2000000000000002,10.0,b'LSG'
cell0,13,1.4999999999999998,15.0,b'LSG'
cell0,13,1.8000000000000003,20.0,b'LSG'
cell0,13,1.9999999999999998,4.0,b'LSG'
cell0,13,2.4000000000000004,6.0,b'LSG'
cell0,13,3.0000000000000004,22.0,b'LSG'
cell0,13,3.5000000000000004,13.0,b'LSG'
cell0,13,5.000000000000001,14.0,b'LSG'
cell0,13,10.000000000000002,9.0,b'LSG'
cell0,13,15.0,9.0,b'LSG'
cell0,13,20.000000000000004,13.0,b'LSG'
cell0,13,26.000000000000007,6.0,b'LSG'
cell0,14,0.10000000000000002,5.0,b'LSG'
cell0,14,0.20000000000000004,16.0,b'LSG'
cell0,14,0.4000000000000001,17.0,b'LSG'
cell0,14,0.5,9.0,b'LSG'
cell0,14,0.6000000000000001,13.0,b'LSG'
cell0,14,0.8000000000000002,10.0,b'LSG'
cell0,14,1.0,10.0,b'LSG'
cell0,14,1.2000000000000002,11.0,b'LSG'
cell0,14,1.4999999999999998,12.0,b'LSG'
cell0,14,1.8000000000000003,14.0,b'LSG'
cell0,14,1.9999999999999998,12.0,b'LSG'
cell0,14,2.4000000000000004,20.0,b'LSG'
cell0,14,3.0000000000000004,8.0,b'LSG'
cell0,14,3.5000000000000004,8.0,b'LSG'
cell0,14,5.000000000000001,4.0,b'LSG'
cell0,14,10.000000000000002,4.0,b'LSG'
cell0,14,15.0,14.0,b'LSG'
cell0,14,20.000000000000004,8.0,b'LSG'
cell0,14,26.000000000000007,6.0,b'LSG'
cell0,15,0.10000000000000002,2.0,b'LSG'
cell0,15,0.20000000000000004,15.0,b'LSG'
